cnn,st_name,st_type,cnntext,the_geom,data_as_of,data_loaded_at,Current Supervisor Districts,Analysis Neighborhoods,SF Find Neighborhoods,Current Police Districts
21947000,DIAMOND,ST,21947000,POINT (-122.434401271 37.736198545),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,96,9
22619000,ASHTON,AVE,22619000,POINT (-122.462270801 37.723021082),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,24,67,10
51337000,LINCOLN,BLVD,51337000,POINT (-122.469858819 37.805020459),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
22268000,ELK,ST,22268000,POINT (-122.439722505 37.735886042),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,96,9
21069000,BANKS,ST,21069000,POINT (-122.412656986 37.73931147),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
20637000,BRUSSELS,ST,20637000,POINT (-122.405086 37.725915461),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
22035000,JADE,PL,22035000,POINT (-122.440132465 37.742354304),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,57,9
25778000,22ND,ST,25778000,POINT (-122.438779942 37.754228573),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,115,3
24481000,BRYANT,ST,24481000,POINT (-122.392118767 37.784205306),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,8,31,1
25847000,DUBOCE,AVE,25847000,POINT (-122.423145965 37.769820825),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,20,32,3
26738000,BUCHANAN,ST,26738000,POINT (-122.432863678 37.800773004),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,17,4
30711000,KRAUSGRILL,PL,30711000,POINT (-122.408928787 37.801425761),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
23948000,HAMPSHIRE,ST,23948000,POINT (-122.406896448 37.749716628),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
23574000,MARIPOSA,ST,23574000,POINT (-122.387916811 37.764379372),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,4,34,2
26219000,CITYVIEW,WAY,26219000,POINT (-122.450376213 37.748836617),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,38,48,7
27515000,FULTON,ST,27515000,POINT (-122.483119122 37.772618025),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,9,8
26701000,BAY,ST,26701000,POINT (-122.423466053 37.804354925),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,32,98,6
24149000,MISSION,ST,24149000,POINT (-122.419359267 37.761835855),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
51632000,MARIN,ST,51632000,POINT (-122.393067106 37.748567324),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,56,2
23521000,48TH,AVE,23521000,POINT (-122.507286879 37.749139972),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
25792000,HARTFORD,ST,25792000,POINT (-122.433903579 37.760954739),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,38,3
24945000,JONES,ST,24945000,POINT (-122.412969667 37.785789585),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,36,20,5
21431000,AMAZON,AVE,21431000,POINT (-122.43619515 37.715693173),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,90,9
21011000,SAN BRUNO,AVE,21011000,POINT (-122.406515384 37.734017751),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
23087000,OCEAN,AVE,23087000,POINT (-122.477847378 37.732610902),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,35,62,10
22116000,SAN JOSE,AVE,22116000,POINT (-122.441581917 37.726758875),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,94,9
25790000,NOE,ST,25790000,POINT (-122.432715759 37.760223565),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,52,3
50876000,MEADE,AVE,50876000,POINT (-122.40040616 37.719524865),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,25,91,9
27082000,HUGO,ST,27082000,POINT (-122.461023124 37.765209336),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,14,109,7
54195000,EAST BEACH,RD,54195000,POINT (-122.44963829 37.806139957),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
26872000,UNION,ST,26872000,POINT (-122.442090402 37.79624912),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,14,4
20212000,MCKINNON,AVE,20212000,POINT (-122.389219846 37.735856324),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
32876000,AERIAL,WAY,32876000,POINT (-122.469893999 37.752776881),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,44,10
51219000,LINCOLN,BLVD,51219000,POINT (-122.452873692 37.799971781),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
21895000,CHURCH,ST,21895000,POINT (-122.426746186 37.744497407),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,9
50593000,BURNETT,AVE,50593000,POINT (-122.445907945 37.756482341),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,47,7
51525000,STOREY,AVE,51525000,POINT (-122.47043982 37.801878959),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
21410000,VIENNA,ST,21410000,POINT (-122.432753908 37.717360107),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,90,9
20193000,REUEL,CT,20193000,POINT (-122.383637861 37.736604528),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
21107000,BERNAL HEIGHTS,BLVD,21107000,POINT (-122.409377909 37.742922542),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
27013000,BRODERICK,ST,27013000,POINT (-122.445459231 37.804425701),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,17,4
21426000,NAPLES,ST,21426000,POINT (-122.436176465 37.714209484),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,90,9
21819000,CRESCENT,AVE,21819000,POINT (-122.422687909 37.73520497),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,61,9
50124000,EDITH,ST,50124000,POINT (-122.408922521 37.802751212),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
21906000,CHURCH,ST,21906000,POINT (-122.426822304 37.745298501),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,9
21279000,ESMERALDA,AVE,21279000,POINT (-122.417421527 37.743222723),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,83,9
27714000,KIRKHAM,ST,27714000,POINT (-122.491866955 37.759170167),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
33072000,21ST,ST,33072000,POINT (-122.403886934 37.758286572),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,54,2
21773000,SANTA ROSA,AVE,21773000,POINT (-122.433982355 37.72576179),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,94,9
51639000,UNNAMED 040,,51639000,POINT (-122.462754369 37.733143838),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,69,10
27717000,30TH,AVE,27717000,POINT (-122.488909734 37.763042542),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
21997000,MIZPAH,ST,21997000,POINT (-122.438863302 37.737142016),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,96,9
50118000,BRANT,ALY,50118000,POINT (-122.410066111 37.801843204),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
21804000,CAYUGA,AVE,21804000,POINT (-122.435195771 37.729299892),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,94,9
26927000,EUCLID,AVE,26927000,POINT (-122.452751736 37.78406546),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,31,11,8
21582000,CAYUGA,AVE,21582000,POINT (-122.45454674 37.710207254),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,66,9
32970000,ALEMANY,BLVD,32970000,POINT (-122.436273176 37.726058486),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,94,9
21391000,PRAGUE,ST,21391000,POINT (-122.432646067 37.71175817),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
24030000,19TH,ST,24030000,POINT (-122.410961971 37.760427453),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
20475000,SALINAS,AVE,20475000,POINT (-122.396463331 37.720740037),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,88,2
25499000,VALPARAISO,ST,25499000,POINT (-122.416037976 37.801013063),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,32,107,6
25447000,JANSEN,ST,25447000,POINT (-122.413670905 37.801790938),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,32,107,6
22424000,SYDNEY,WAY,22424000,POINT (-122.453364842 37.744592896),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,49,9
22075000,ONEIDA,AVE,22075000,POINT (-122.442133654 37.721586477),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,80,9
27121000,AERIAL,WAY,27121000,POINT (-122.469781955 37.752674577),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,44,10
24045000,MARIPOSA,ST,24045000,POINT (-122.41217329 37.762915894),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
28007000,48TH,AVE,28007000,POINT (-122.50915933 37.776100461),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,6,8
21235000,PARK,ST,21235000,POINT (-122.419292796 37.736448339),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,61,9
50785000,CARPENTER,CT,50785000,POINT (-122.385100946 37.734707229),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
50616000,ARCO,WAY,50616000,POINT (-122.443869864 37.727248979),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,94,9
51179000,AMATURY,LOOP,51179000,POINT (-122.468613768 37.796444546),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
26831000,POST,ST,26831000,POINT (-122.444643059 37.783686463),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,31,103,8
23911000,SHIPLEY,ST,23911000,POINT (-122.400613072 37.781587666),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,1
23513000,SANTIAGO,ST,23513000,POINT (-122.507193246 37.743535156),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
25593000,NORTH POINT,ST,25593000,POINT (-122.417077279 37.806141247),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,99,6
28057000,SOUTH PARK,,28057000,POINT (-122.393245794 37.78213708),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,8,31,1
32999000,PORTAL,PATH,32999000,POINT (-122.464796321 37.739020325),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,116,10
25382000,GRANT,AVE,25382000,POINT (-122.408145968 37.803432577),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
26584000,FILBERT,ST,26584000,POINT (-122.430747187 37.798648339),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,15,4
20918000,DARTMOUTH,ST,20918000,POINT (-122.412985492 37.72917262),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
54115000,UNNAMED 192,,54115000,POINT (-122.389764583 37.711136552),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,79,2
50867000,CLEARVIEW,CT,50867000,POINT (-122.395616612 37.733299352),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,87,2
25539000,GREEN,ST,25539000,POINT (-122.419892297 37.798134061),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,32,107,6
20523000,MENDELL,ST,20523000,POINT (-122.395437943 37.728996624),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
25396000,GREENWICH,ST,25396000,POINT (-122.410600541 37.802174734),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
26365000,TURK,BLVD,26365000,POINT (-122.44369911 37.779038019),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,18,,7
21565000,FOOTE,AVE,21565000,POINT (-122.448076448 37.715296568),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,66,9
35043000,SAN MARCOS,AVE,35043000,POINT (-122.465615674 37.746779973),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,45,10
20529000,THORNTON,AVE,20529000,POINT (-122.394530688 37.730979346),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,87,2
20189000,HUDSON,AVE,20189000,POINT (-122.383133984 37.734976903),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
24756000,MONTGOMERY,ST,24756000,POINT (-122.403139295 37.794666281),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,6,108,6
22257000,MONTECITO,AVE,22257000,POINT (-122.453590912 37.731488406),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,71,9
25505000,HAMLIN,ST,25505000,POINT (-122.417829295 37.798394855),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,32,107,6
27109000,09TH,AVE,27109000,POINT (-122.465919986 37.758444594),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,109,10
21696000,MISSION,ST,21696000,POINT (-122.430110918 37.729930588),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,94,9
33219000,EARL,ST,33219000,POINT (-122.38328391 37.717344028),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,79,2
22593000,MONTANA,ST,22593000,POINT (-122.460222651 37.71659285),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,24,81,10
22948000,ULLOA,ST,22948000,POINT (-122.467630536 37.741503089),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,46,10
27302000,11TH,AVE,27302000,POINT (-122.469627031 37.780768739),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,11,5,8
20441000,INGERSON,AVE,20441000,POINT (-122.392981539 37.719113642),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,88,2
52149000,ANDREW,ST,52149000,POINT (-122.403896421 37.74979632),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,20,54,3
26668000,WASHINGTON,ST,26668000,POINT (-122.436026391 37.791383),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,30,102,4
33394000,I-280 N OFF,RAMP,33394000,POINT (-122.431261563 37.733505438),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,28,93,9
25736000,CLIPPER,ST,25736000,POINT (-122.433851103 37.748895972),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,84,3
51362000,UPTON,AVE,51362000,POINT (-122.473496724 37.798511912),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
50072000,I-80 E OFF,RAMP,50072000,POINT (-122.400988118 37.778136982),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,1
54110000,CHANNEL,ST,54110000,POINT (-122.394470613 37.772657021),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,4,34,1
21089000,OAKDALE,AVE,21089000,POINT (-122.406388181 37.743639733),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,2,60,9
26105000,MARKET,ST,26105000,POINT (-122.440998758 37.756218485),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,38,115,3
26611000,CALIFORNIA,ST,26611000,POINT (-122.433839654 37.788906284),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,30,103,4
21497000,LOWELL,ST,21497000,POINT (-122.445503344 37.709813315),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
51528000,RUCKMAN,AVE,51528000,POINT (-122.472346273 37.801778651),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
33066000,ILLINOIS,ST,33066000,POINT (-122.386683935 37.751606259),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,56,2
23328000,BERKSHIRE,WAY,23328000,POINT (-122.497125491 37.731541569),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,35,43,10
20887000,GOETTINGEN,ST,20887000,POINT (-122.406565382 37.726858523),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
27335000,NORIEGA,ST,27335000,POINT (-122.476423522 37.754242188),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,44,10
51729000,BOUTWELL,ST,51729000,POINT (-122.405724354 37.736514099),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,82,2
24663000,TILLMAN,PL,24663000,POINT (-122.405336988 37.789316311),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,8,19,6
23379000,37TH,AVE,23379000,POINT (-122.49472055 37.738472872),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
50153000,ALTA,ST,50153000,POINT (-122.405104497 37.801458888),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,18,6
32970000,HARRINGTON,ST,32970000,POINT (-122.436273176 37.726058486),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,94,9
23245000,EL MIRASOL,PL,23245000,POINT (-122.485933093 37.734246836),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,35,40,10
26884000,LYON,ST,26884000,POINT (-122.445933768 37.790118612),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,30,102,8
51982000,ALPHA,ST,51982000,POINT (-122.404078661 37.714195785),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,40,75,9
20597000,MILL,ST,20597000,POINT (-122.40556436 37.719660007),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,40,75,9
50061000,CLARENCE,PL,50061000,POINT (-122.392971419 37.779884734),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,8,31,1
23132000,OCEAN,AVE,23132000,POINT (-122.485395062 37.732276922),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,35,62,10
27260000,HAGIWARA TEA GARDEN,DR,27260000,POINT (-122.466557533 37.77257674),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,12,9,8
24049000,FLORIDA,ST,24049000,POINT (-122.411455262 37.765547605),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
53040000,OZBOURN,CT,53040000,POINT (-122.377480606 37.82914093),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
23465000,38TH,AVE,23465000,POINT (-122.496309469 37.745880523),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
20980000,FELTON,ST,20980000,POINT (-122.419385912 37.72616855),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,7,92,9
25530000,LOMBARD,ST,25530000,POINT (-122.417966229 37.802201309),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,32,107,6
27628000,PARK PRESIDIO,BLVD,27628000,POINT (-122.47262579 37.786314807),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,11,2,8
22409000,AGUA,WAY,22409000,POINT (-122.450644083 37.742223054),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,72,9
51331000,HOFFMAN,ST,51331000,POINT (-122.473746651 37.806630836),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,27,3,
24633000,MINNA,ST,24633000,POINT (-122.405931328 37.78229614),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,34,32,1
22337000,AMBER,DR,22337000,POINT (-122.444250766 37.746117498),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,22,57,9
24118000,VALENCIA,ST,24118000,POINT (-122.421041142 37.756101806),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,20,53,3
33692000,SAN BRUNO AV ON,RAMP,33692000,POINT (-122.408169098 37.735859113),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,83,9
23966000,HAMPSHIRE,ST,23966000,POINT (-122.407601868 37.756108784),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
24484000,02ND,ST,24484000,POINT (-122.392841609 37.7824571),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,8,31,1
33400000,UNNAMED 025,,33400000,POINT (-122.433011022 37.735572694),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,96,9
20072000,CRISP,RD,20072000,POINT (-122.379991858 37.727785414),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,78,2
28008000,BALBOA,ST,28008000,POINT (-122.510168808 37.775127526),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,8,8
33021000,MARIETTA,DR,33021000,POINT (-122.446175966 37.737454064),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,72,9
21638000,ATHENS,ST,21638000,POINT (-122.426092845 37.724760121),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,90,9
21754000,RUTH,ST,21754000,POINT (-122.437161834 37.723479487),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,80,9
24042000,TREAT,AVE,24042000,POINT (-122.413755479 37.760564447),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
23076000,OCEAN,AVE,23076000,POINT (-122.473203024 37.731669274),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,62,10
54379000,BAY SHORE,BLVD,54379000,POINT (-122.40407858 37.731835248),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,91,2
23592000,THE EMBARCADERO,,23592000,POINT (-122.388306068 37.781798236),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,8,31,1
34067000,08TH TI,ST,34067000,POINT (-122.368470769 37.824827776),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,37,36,1
26175000,MARKET,ST,26175000,POINT (-122.443517047 37.76050921),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,115,3
23756000,20TH,ST,23756000,POINT (-122.402079752 37.759675432),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,26,54,2
24601000,ELIM,ALY,24601000,POINT (-122.398680175 37.789453782),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,10,8,108,6
27349000,LOMITA,AVE,27349000,POINT (-122.472298859 37.75910829),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,14,44,10
20932000,DARTMOUTH,ST,20932000,POINT (-122.413732964 37.731314485),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,25,91,2
51026000,LAPHAM,WAY,51026000,POINT (-122.427495184 37.709182963),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,7,58,9
23353000,ULLOA,ST,23353000,POINT (-122.490561811 37.740521854),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
33084000,BURKE,AVE,33084000,POINT (-122.377419612 37.739556633),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,76,2
20302000,BRUSSELS,ST,20302000,POINT (-122.400604726 37.715114507),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,40,91,9
24094000,MISSION,ST,24094000,POINT (-122.418593945 37.753836588),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
24368000,NATOMA,ST,24368000,POINT (-122.418555933 37.768359751),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,20,53,3
23519000,48TH,AVE,23519000,POINT (-122.50715922 37.747272273),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,39,10
23256000,30TH,AVE,23256000,POINT (-122.487216998 37.738805026),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,7,35,40,10
23122000,26TH,AVE,23122000,POINT (-122.481787405 37.731169754),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,16,43,10
35057000,PIOCHE,ST,35057000,POINT (-122.423319146 37.72775254),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,2,7,92,9
21804000,THERESA,ST,21804000,POINT (-122.435195771 37.729299892),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,1,28,94,9
54177000,FORT MASON 17,,54177000,POINT (-122.426133058 37.804248348),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,13,98,
25174000,HYDE,ST,25174000,POINT (-122.417016878 37.789110176),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,21,50,6
20140000,JENNINGS,ST,20140000,POINT (-122.385286995 37.730790815),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
24988000,WAVERLY,PL,24988000,POINT (-122.406643294 37.79331488),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,6,104,6
52141000,HWY 101 SOUTHBOUND,,52141000,POINT (-122.40021582 37.720812354),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,25,91,9
25464000,LOMBARD,ST,25464000,POINT (-122.413034336 37.8028277),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,3,23,106,6
25670000,DOLORES,ST,25670000,POINT (-122.425689459 37.757429671),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,5,52,3
28017000,CALIFORNIA,ST,28017000,POINT (-122.488217445 37.783737152),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,6,33,,8
33418000,INGLESIDE,PATH,33418000,POINT (-122.463628075 37.724956144),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,8,41,67,10
26489000,ELLIS,ST,26489000,POINT (-122.422652544 37.783619097),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,39,100,4
20662000,OAKDALE,AVE,20662000,POINT (-122.390344551 37.734598709),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,1,86,2
51760000,HWY 101 S ON,RAMP,51760000,POINT (-122.405623861 37.749854326),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,9,20,53,3
26427000,STANYAN,ST,26427000,POINT (-122.452947034 37.766374074),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,3,29,7
27843000,30TH,AVE,27843000,POINT (-122.490231078 37.781775419),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,4,29,8,8
21984000,SWISS,AVE,21984000,POINT (-122.437980649 37.735804799),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,5,10,96,9
26402000,CLAYTON,ST,26402000,POINT (-122.447823792 37.766072215),2025/04/30 03:33:00 AM,2025/04/30 10:11:56 AM,11,3,114,7
